"condicion","invalidas","AUC_ROC","IC_ROC","AUC_PR","prevalencia","VP","FP","FN","VN","Sensibilidad","Especificidad","Precision","F1","Kappa"
"Metadata+Transcript",2,0.729817708333333,"[0.628, 0.827]",0.536018518518519,0.36,26,22,10,42,0.722222222222222,0.65625,0.541666666666667,0.619047619047619,0.352750809061489
