"criterio","n_neg","prevalencia","representacion","AUC_ROC","AUC_ROC_de","AUC_PR","AUC_PR_de"
"Information on Interventions",84,0.132283464566929,"Metadata",0.573165672802696,0.00993643015290992,0.227586218596143,0.0166599435554712
"Information on Interventions",84,0.132283464566929,"Transcript",0.535044507821277,0.0175010999529843,0.211716803580658,0.0218847410547762
"Information on Interventions",84,0.132283464566929,"Metadata+Transcript",0.584828450436436,0.0109335219987955,0.250171572613199,0.0192320061158017
